timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
51414788791,-2,-5,25,20,37,14,-7,-4
51414788791,4,-3,1,-7,-45,-16,-3,1
51414800791,0,-2,11,12,57,23,9,2
51414800791,5,-2,-6,-15,-52,-32,-5,3
51414825542,4,5,-8,13,58,33,3,-1
51414825542,-4,-4,-14,-5,-13,14,10,2
51414826154,0,-3,18,-2,-34,-47,-13,-6
51414826154,-8,-2,-22,-4,-4,16,2,-2
51414827968,0,0,33,19,15,6,3,3
51414827968,2,1,-3,6,35,-4,-3,-1
51414847146,-1,-1,-15,-8,-48,11,-1,-2
51414847146,2,-2,7,-26,-5,14,2,2
51414848799,-4,-1,-18,-4,-28,-47,-11,-5
51414848799,-6,1,-1,-3,6,2,-15,-9
51414860976,-4,-5,0,1,12,-6,-5,-2
51414860976,5,-1,31,19,21,18,10,2
51414876052,-7,-1,-33,-15,-24,-15,-6,-5
51414876052,7,0,29,23,13,-13,3,4
51414884685,-3,-1,-26,-23,-17,24,7,-3
51414884685,-1,-2,5,-2,-11,-12,-14,-6
51414886276,-5,-1,-14,1,10,16,10,2
51414886276,-8,-4,18,16,24,41,19,7
51414907198,16,6,13,20,17,-4,-9,0
51414907198,-3,3,-42,-40,-48,-27,-1,-1
51414908809,1,1,-5,-4,-21,-9,-9,-8
51414908809,-6,-1,6,10,14,0,4,-4
51414929842,-4,0,23,-3,-8,-3,5,-2
51414929842,2,-2,10,26,36,14,3,1
51414931387,3,2,-9,-7,0,-4,4,4
51414931387,5,-1,9,-7,-25,-12,-7,-5
51414952204,-4,-2,-12,-2,5,10,-4,1
51414952204,-5,-3,7,14,16,19,11,4
51414953784,-1,1,13,12,17,-13,-9,-6
51414953784,0,0,-20,-28,-25,-10,-2,1
51414974895,-7,2,5,2,-1,-24,-4,-5
51414974895,-3,1,-22,-27,-11,-5,-3,-1
51414976393,2,1,15,-4,-25,34,10,4
51414976393,5,2,-6,3,-6,-34,-15,-5
51414980992,-5,3,-2,-5,-12,-7,-3,-6
51414980992,-6,-1,15,23,53,32,13,1
51414989812,3,-4,3,14,34,15,5,2
51414989812,-2,-5,-11,-23,-58,-49,-20,-5
51415012014,-12,-2,-20,-5,22,4,0,-1
51415012014,10,1,7,-8,-34,-4,-8,-1
51415018403,-5,1,-3,-15,-25,-15,3,-3
51415018403,3,3,-6,8,24,11,1,1
51415027307,8,-2,20,27,32,0,2,0
51415027307,-8,0,-16,5,0,8,1,0
51415028850,-8,0,4,-17,-10,-16,-3,-3
51415028850,-2,0,-16,1,8,16,7,3
51415049669,7,-3,-18,-23,-16,-18,-4,1
51415049669,-1,2,14,-3,2,-15,-4,-2
51415051287,7,-1,-5,-9,-13,13,3,-1
51415051287,-3,2,5,6,-5,-28,-13,-1
51415064031,-3,-4,-1,-17,-22,9,-8,-5
51415064031,2,-2,-4,9,43,24,14,6
51415078361,-2,1,0,-12,-34,-42,-14,-1
51415078361,-3,0,4,-2,-8,1,4,-2
51415087268,6,-3,11,12,9,17,8,2
51415087268,-7,-2,-6,-4,-13,-14,-13,-6
51415088831,1,-1,-10,-8,14,5,1,0
51415088831,2,-3,6,30,24,19,-1,1
51415117470,-4,-1,-1,-9,-32,-28,-5,-3
51415117470,-1,-1,11,23,55,39,8,-2
51415118819,-9,-4,-49,-35,-45,-12,-4,3
51415118819,-2,-3,30,-23,-24,10,-2,1
51415124254,-3,3,-23,13,-8,-14,-2,-8
51415124254,2,-2,32,-7,2,3,2,2
51415131023,13,-4,3,22,31,16,-8,-2
51415131023,-3,-1,-16,0,7,-10,18,0
51415154650,-4,-3,11,-4,15,19,-6,4
51415154650,-5,0,-14,22,-8,-11,-3,-6
51415156258,-15,3,1,-25,-23,-23,-11,0
51415156258,11,1,-7,-6,0,12,5,0
51415186109,1,-1,6,7,26,5,5,-2
51415186109,0,-3,-29,3,-15,-14,-5,-2
51415187679,-7,-3,40,25,6,1,-2,1
51415187679,8,-1,-31,-11,0,-7,2,0
51415188471,9,2,-2,-20,-43,5,-1,4
51415188471,5,-3,-2,-8,27,7,6,7
51415192348,-3,-4,-5,19,-25,-43,-19,-16
51415192348,-8,-3,14,-1,16,6,-2,2
51415207182,5,-1,9,18,14,-9,-1,-2
51415207182,-10,-3,5,-34,-31,16,9,1
51415208814,18,2,-1,9,37,35,12,3
51415208814,0,-3,4,16,24,-19,5,5
51415229684,-4,-7,-4,-20,-56,-8,-6,-4
51415229684,-5,-2,-5,12,-7,-21,-24,-8
51415231282,-8,-1,-6,-23,-9,7,9,3
51415231282,-4,1,-5,-8,-1,-8,4,0
51415252172,-3,-2,-9,7,18,31,9,3
51415252172,6,-5,12,18,-4,-47,-7,0
51415253773,-13,1,23,15,14,-2,-2,-2
51415253773,20,-4,-15,-13,-8,27,-4,-5
51415267175,-8,-1,-11,-28,-3,-25,4,6
51415267175,7,8,13,24,7,3,1,-1
51415268771,1,7,-2,11,23,4,4,4
51415268771,-13,-1,-11,-2,-25,-10,-5,-6
51415289729,1,-3,-6,-13,-12,-4,0,-2
51415289729,8,-4,-1,-7,10,-4,3,-1
51415291310,6,-4,56,19,11,22,-6,-5
51415291310,-9,-7,-39,-13,17,16,12,5
51415303294,-6,12,-13,-16,-53,-24,-38,-13
51415303294,-7,-10,-5,-5,-17,-24,2,-5
51415319875,7,-4,-19,4,19,23,12,4
51415319875,-8,6,8,9,13,-6,-1,-3
51415327371,-9,-9,17,19,40,13,5,1
51415327371,-1,-4,-20,-48,-26,-9,-3,3
51415328850,3,31,-15,-19,-32,-21,-8,-6
51415328850,0,20,-21,38,7,6,-1,-2
51415357233,7,-6,51,-13,17,17,8,5
51415357233,8,6,-5,28,29,38,4,1
51415358782,-5,29,-12,-5,-34,-29,5,-1
51415358782,-4,-18,4,-26,-12,3,-3,-4
51415363318,12,13,-19,17,31,-22,-13,-3
51415363318,-11,27,-18,-12,-31,-7,-2,-4
51415379836,3,-18,22,23,67,83,23,10
51415379836,-6,6,22,-6,-67,-76,-11,1
51415387285,-1,-12,-24,-7,-24,-39,-9,-11
51415387285,-3,-10,5,-18,14,29,-4,-5
51415388836,5,5,-27,-19,-46,-43,1,7
51415388836,-9,-9,18,1,5,-40,-23,-6
51415411159,3,-9,1,25,70,100,47,16
51415411159,6,10,-13,-28,-63,-111,-28,-12
51415412789,-4,1,13,13,-4,-23,-7,-6
51415412789,-5,2,6,12,55,42,-1,-3
51415423399,-3,-9,22,0,-49,-9,-7,0
51415423399,3,-26,11,45,118,83,25,5
51415439883,-5,7,-13,-31,-87,-6,-3,4
51415439883,3,14,-17,-36,-50,-34,-11,-12
51415454733,8,-14,4,13,32,19,-3,2
51415454733,-5,-15,17,18,37,19,3,2
51415456297,-8,15,-35,-43,-38,-49,-12,-8
51415456297,7,3,15,26,12,30,9,6
51415469710,-1,-16,22,27,39,37,15,6
51415469710,-2,19,-17,-22,-54,-41,-5,0
51415471325,-12,-3,-19,-22,11,-10,-20,-10
51415471325,3,-21,53,24,11,32,6,2
51415484217,-2,-5,-1,36,74,16,23,8
51415484217,-9,-9,-5,-55,-118,-27,-11,-4
51415490862,16,-4,-12,19,60,41,3,1
51415490862,-5,38,-12,-11,-43,-22,-12,-2
51415507145,-7,-13,-5,9,23,-20,-4,1
51415507145,-3,16,13,39,18,-16,-2,-4
51415510703,12,14,23,-28,-10,6,-3,-1
51415510703,2,1,-17,-28,-89,-41,-4,-2
51415530541,1,-36,-19,-13,-29,4,-5,-7
51415530541,-3,7,-4,10,19,19,3,-5
51415532075,2,-11,17,43,95,66,25,11
51415532075,-4,-4,-18,-5,-32,-39,-5,-1
51415543351,-1,14,-5,-51,-84,-61,-16,-8
51415543351,-8,-26,8,22,11,5,10,2
51415559832,-6,-14,24,3,15,6,-4,4
51415559832,2,-30,-5,23,81,72,9,6
51415567223,-9,-17,-24,-19,-42,-35,-5,1
51415567223,6,39,-38,-47,-33,-10,-29,-16
51415568874,-3,-18,12,27,8,-12,13,-2
51415568874,-4,-35,4,-11,34,24,15,5
51415589629,4,11,7,-1,-30,2,-5,-2
51415589629,8,-12,13,13,23,23,13,6
51415604002,-17,3,-19,-20,-49,-47,-14,-11
51415604002,3,-22,18,21,73,24,3,6
51415604794,-1,17,13,5,-10,11,7,-4
51415604794,7,33,-23,-40,-33,-25,0,0
51415612373,-10,44,-35,1,27,3,-9,-4
51415612373,1,-9,13,44,51,37,11,-2
51415642250,-13,-15,-24,-41,-79,-50,-15,-4
51415642250,0,-14,9,21,28,9,-2,-4
51415643824,-6,-13,7,-16,-25,-4,-3,0
51415643824,5,10,16,5,69,45,13,1
51415657227,2,-14,-14,24,33,4,8,8
51415657227,-10,-28,16,-10,-58,-46,-15,-6
51415658815,1,5,-17,7,2,-1,1,-5
51415658815,9,51,-18,-21,9,16,-8,-3
51415663405,1,-24,-1,-27,-2,19,15,5
51415663405,-7,-14,16,33,-2,7,-13,-1
51415672308,3,3,-1,-9,-32,-29,0,1
51415672308,-8,8,-14,-12,-26,-15,-9,-9
51415687237,1,19,-15,-4,19,10,-7,-9
51415687237,6,-6,3,-1,12,32,33,16
51415688869,-4,-20,25,28,48,11,-24,-8
51415688869,17,58,-43,-6,6,46,4,2
51415709682,9,19,15,-14,-46,-66,-21,-3
51415709682,-12,-20,-14,-16,27,18,0,-8
51415712314,10,-27,28,30,13,-14,13,4
51415712314,-12,-30,-20,-47,-101,-53,-12,-6
51415732250,-3,-5,-9,11,53,37,-2,-3
51415732250,8,-3,39,33,12,31,9,7
51415733904,-1,-38,-25,-20,50,17,14,4
51415733904,4,27,15,17,-14,-4,-14,-1
51415747230,-5,11,-9,-10,-22,-18,-4,-6
51415747230,-1,35,-37,-23,-29,-39,-13,-2
51415748801,0,5,35,34,18,22,1,3
51415748801,4,-24,6,18,30,17,11,6
51415769708,-3,-22,3,-16,-28,-17,-3,-3
51415769708,1,61,-27,-33,-40,-29,-19,-6
51415771328,-5,-9,10,-15,-26,-6,-6,-8
51415771328,-6,-20,-27,-15,-16,-1,-1,-1
51415783563,1,6,27,26,49,14,7,1
51415783563,-1,-36,5,23,47,37,-9,0
51415792338,2,-23,9,2,0,-10,10,8
51415792338,-10,78,-34,-48,-74,-53,-14,-16
51415807258,6,-12,-16,18,30,34,5,0
51415807258,-7,-7,13,-23,-53,-40,-13,-3
51415808823,1,-1,-13,9,-1,13,8,-5
51415808823,-7,-46,20,18,62,38,18,0
51415829813,-8,2,14,5,0,-6,0,1
51415829813,16,41,-18,-12,4,29,-3,-6
51415831392,-7,-21,-7,-9,-25,-34,-2,1
51415831392,0,24,-9,12,32,-28,1,-3
51415843535,-18,-18,26,2,-56,13,1,-5
51415843535,15,47,-25,-22,-6,-20,-18,-2
51415859857,-6,-30,-14,-2,-5,18,7,1
51415859857,1,-41,13,24,42,22,12,9
51415866558,7,18,13,3,19,-20,-24,-2
51415866558,-7,-17,13,-2,-12,7,14,-2
51415890573,7,25,-20,5,5,38,-8,0
51415890573,-9,-7,-7,-36,-91,-100,-19,-4
51415891209,-2,2,-8,-4,13,18,2,-7
51415891209,-2,-68,31,40,49,28,17,12
51415892834,-3,-13,-11,-25,23,13,4,4
51415892834,-2,-52,21,-3,-55,-11,1,3
51415912208,8,49,2,-9,-9,-18,-7,-6
51415912208,-2,-50,0,29,40,15,22,9
51415915761,9,34,-25,-17,-16,3,-6,0
51415915761,-2,-19,37,25,29,5,12,-3
51415934923,4,-24,-36,-24,4,29,-19,-1
51415934923,-11,25,-7,11,-22,-51,2,-3
51415936350,-9,-23,37,-7,-22,-16,-10,-3
51415936350,8,31,-18,-10,-17,-12,-8,-2
51415949732,7,3,-42,-15,9,13,24,5
51415949732,-9,-50,17,39,106,99,28,11
51415951339,6,33,-2,-26,-78,-66,-28,-9
51415951339,-3,-19,-5,-4,-18,-22,-18,-9
51415963319,-15,-32,-2,11,16,3,5,1
51415963319,10,22,12,-11,-14,11,16,5
51415972316,9,-32,8,28,42,23,-2,6
51415972316,-3,-32,23,17,46,34,1,3
51415987268,-3,28,-29,-23,-78,-62,-29,-12
51415987268,-17,-43,7,-33,-44,-47,-13,-8
51415988871,10,60,-17,-6,-13,8,7,-6
51415988871,5,-22,10,31,55,28,14,7
51416009702,9,9,-10,23,71,71,11,10
51416009702,-18,-21,32,-4,-88,-61,-20,-7
51416011376,4,65,-24,-21,-12,-14,-5,-11
51416011376,-6,-15,14,-12,-5,-17,-6,1
51416032214,0,7,0,-4,-1,-1,7,-2
51416032214,-1,-19,-14,24,54,51,0,1
51416033820,-5,15,-7,3,20,-9,7,10
51416033820,-5,2,-6,-24,-83,-41,-30,-14
51416046561,10,58,17,11,15,-14,-1,-2
51416046561,1,7,-8,-8,36,37,5,-1
51416060847,6,26,-4,-20,-58,-35,-1,-3
51416060847,3,-22,16,19,15,-11,-4,1
51416069677,-2,-26,22,-31,-59,-19,-2,0
51416069677,3,-2,-52,-2,26,6,8,2
51416071271,-10,-31,39,30,32,30,16,5
51416071271,2,25,-10,-4,0,15,-7,-5
51416092358,-9,-30,3,9,12,4,-3,-4
51416092358,8,45,-12,-16,-25,-30,6,2
51416093839,-6,-50,12,17,30,34,-22,-3
51416093839,-2,-3,-28,-4,-48,-50,4,2
51416106530,-8,-23,28,8,46,31,12,2
51416106530,13,14,9,-31,-76,-47,-34,-10
51416113330,-10,-22,-7,12,23,5,9,-1
51416113330,-5,-10,9,-26,-5,9,3,4
51416137195,6,36,-30,3,18,1,2,-4
51416137195,3,-4,6,1,11,6,6,7
51416138808,-1,-11,20,2,2,3,1,2
51416138808,-7,-33,12,12,27,38,-1,1
51416159720,5,-6,-11,-10,-33,-56,-3,4
51416159720,-9,7,-3,-3,-40,-26,-13,-8
51416161284,15,57,-13,1,37,14,12,-1
51416161284,-6,12,-19,-33,-40,4,-6,0
51416166539,-5,-3,0,32,5,-4,-6,-5
51416166539,-11,-10,-7,1,10,7,-5,-4
51416188897,9,38,-9,-8,-17,-12,-4,-3
51416188897,2,-4,-1,-6,25,9,9,-1
51416197240,3,-9,11,10,26,25,-5,3
51416197240,-3,-17,-8,-14,-2,-10,9,3
51416198802,-11,-24,20,7,-11,-12,-16,-6
51416198802,0,15,-13,6,3,16,21,3
51416212162,-7,1,7,-4,-8,-27,-36,-10
51416212162,3,-36,13,10,20,-6,15,6
51416213773,2,11,-8,-16,-19,1,-3,-2
51416213773,2,22,-17,3,-22,-12,11,-4
51416226041,-8,-41,14,17,25,17,8,3
51416226041,-3,20,22,18,16,4,-16,-2
51416234888,-1,-5,-43,-34,-28,-35,-15,-7
51416234888,-9,-77,21,1,16,17,24,5
51416249764,-4,12,-2,8,-4,-3,-5,-1
51416249764,-1,-7,2,4,14,32,-20,-3
51416251357,6,17,-21,-29,-39,-18,7,-1
51416251357,3,1,15,16,62,-5,-5,1
51416287889,-10,-24,-27,-34,-72,-6,3,-1
51416287889,3,57,-26,-21,-18,-24,-11,-14
51416289504,-11,-49,29,41,60,78,18,8
51416289504,0,35,-2,12,-18,-39,-11,-4
51416290425,7,35,-15,-26,-4,1,-1,-5
51416290425,2,42,-24,-7,-23,-29,-13,-10
51416294879,-4,10,-10,-10,-14,-3,1,-1
51416294879,8,15,14,15,60,47,7,3
51416308815,-4,-5,12,15,-13,-6,2,-3
51416308815,-6,-21,1,3,-16,-26,-31,-7
51416318349,3,2,-9,2,13,-4,7,-2
51416318349,-3,-4,-5,1,5,2,-8,3
51416339816,6,10,14,13,25,14,9,2
51416339816,-4,-27,-5,5,5,33,12,4
51416341308,-7,-28,-2,-22,-42,-43,-6,-1
51416341308,-11,-24,-4,-22,-41,-9,-2,-1
51416362227,17,35,-9,9,30,25,7,0
51416362227,4,14,27,-7,-17,-27,10,4
51416363841,-3,-6,22,34,30,32,2,-1
51416363841,5,25,-16,-17,-56,-44,-20,-11
51416369729,-13,-30,-16,-21,-1,0,16,-1
51416369729,-2,-18,11,31,62,72,12,7
51416371364,6,36,-9,-10,-34,-35,-24,-6
51416371364,-6,19,-23,-7,3,-6,-16,-12
51416392311,5,-29,5,-11,7,6,8,5
51416392311,-17,5,-15,-18,-25,-2,-6,-9
51416393854,21,29,1,21,91,68,26,6
51416393854,-3,22,0,-22,-81,-62,-39,-14
51416413759,-3,-10,11,5,14,-12,-1,0
51416413759,8,-17,-15,5,-1,-13,22,8
51416422365,-7,-39,20,18,49,18,-1,2
51416422365,9,29,-17,-4,4,49,18,11
51416437342,-7,-9,-3,8,-6,-11,-10,-3
51416437342,-4,-20,-8,-26,-7,-22,7,0
51416438919,0,-20,9,14,-19,14,12,1
51416438919,-12,-47,30,29,41,-17,-4,3
51416476186,-9,-7,-25,-47,-68,-21,-12,-10
51416476186,8,20,-1,19,74,47,8,-1
51416477752,6,-7,4,-11,-65,-56,-6,4
51416477752,-2,-18,10,-5,18,18,3,1
51416478553,0,61,-19,32,7,-8,-6,-10
51416478553,-12,-27,9,-6,-14,-14,-5,-5
51416491984,-1,-6,-14,-5,13,23,-5,-3
51416491984,12,1,-1,4,38,21,14,8
51416492639,-2,-5,27,10,-34,-29,0,4
51416492639,1,16,-21,-19,-21,0,-13,-6
51416496040,-13,-35,6,-13,-26,-33,-3,0
51416496040,1,4,-3,12,32,24,3,3
51416512199,0,-11,6,16,46,31,19,6
51416512199,10,33,0,-30,-68,-32,-17,2
51416513831,-6,-30,15,15,-2,-16,0,1
51416513831,-6,10,14,-8,-16,-15,1,-5
51416525870,4,12,2,-9,11,3,-5,-1
51416525870,-5,-32,4,22,12,6,15,6
51416566957,3,-6,2,-6,14,31,0,6
51416566957,5,20,-7,2,2,0,2,-5
51416567738,-1,-12,17,11,-8,-26,-1,8
51416567738,5,-1,-2,8,25,10,1,3
51416572876,-9,1,-20,-35,-46,-29,-10,-6
51416572876,-1,12,-10,8,-16,9,-3,-6
51416573652,-2,-11,-15,-22,-7,2,2,0
51416573652,0,13,27,23,1,-11,-13,-7
51416575356,14,38,-28,-11,-6,-22,2,-2
51416575356,-5,55,18,12,31,10,0,-6
51416585863,-3,-20,-13,16,10,24,0,8
51416585863,-1,7,16,-23,-27,-25,4,-6
51416594850,-11,-16,-10,-1,-1,-1,-5,-1
51416594850,-1,-13,8,-3,-14,-10,-6,7
51416617224,12,29,11,10,30,16,-6,-4
51416617224,11,-8,5,21,68,52,16,8
51416618822,-6,18,2,13,-33,-7,-6,-5
51416618822,-1,-10,-16,-29,-63,-45,-6,-2
51416648208,-3,40,-30,-39,-20,-10,-21,-14
51416648208,-7,-16,-17,-9,-5,2,3,2
51416649569,-1,-17,10,21,47,42,12,-3
51416649569,1,14,1,8,2,-12,-3,-2
51416650390,-5,-15,-4,-14,-14,-1,8,0
51416650390,-5,9,-2,10,-10,-9,-2,-3
51416655052,-2,0,-11,-13,1,-7,8,-1
51416655052,0,-2,-10,3,31,17,-4,-3
51416669748,-3,-23,20,-6,-51,-9,-5,-2
51416669748,-1,-18,-5,-2,6,3,12,2
51416671349,-5,28,-5,5,-10,-16,-14,-4
51416671349,-6,-42,2,-11,5,13,10,6
51416692222,6,17,12,22,65,12,20,10
51416692222,6,23,-14,-20,-66,-40,-11,-4
51416693850,-11,-14,-11,-11,-35,-28,-13,-8
51416693850,-6,-35,0,-21,-15,-5,1,2
51416705892,8,-23,25,42,73,61,25,12
51416705892,-9,7,-30,-23,-36,-29,-13,-9
51416714827,-5,-11,36,3,17,-5,-11,-3
51416714827,3,11,-26,-17,-26,4,-8,-4
51416729870,-3,-9,18,32,6,-12,7,2
51416729870,6,11,12,-14,6,23,0,6
51416731333,-6,-29,-26,-1,17,11,11,-1
51416731333,-13,-47,19,20,-18,-3,-12,-1
51416752376,20,101,-25,-39,-27,-29,-22,-14
51416752376,-16,-46,7,10,-4,-4,-1,-4
51416753872,12,14,7,9,15,13,13,5
51416753872,5,0,8,28,29,23,16,2
51416765902,-12,-22,-10,-34,-26,-19,-7,-4
51416765902,-3,-4,-1,17,27,4,-14,-4
51416774839,-1,8,3,-10,24,35,3,1
51416774839,6,17,-11,12,-18,-31,1,-1
51416789907,-13,-65,13,9,15,31,11,7
51416789907,5,38,-4,-18,-20,-21,1,-3
51416791514,-6,-14,-18,-4,-11,-21,-20,-5
51416791514,4,16,-5,-24,-30,-5,3,3
51416811997,-3,2,-5,-2,1,-7,-8,-9
51416811997,-4,-17,0,2,19,7,8,5
51416818401,1,18,20,38,38,15,9,-4
51416818401,-5,-6,-19,-27,-29,-18,-20,-7
51416825827,-7,-32,-5,-14,-18,-5,-2,0
51416825827,31,63,-8,5,27,14,-2,0
51416842404,9,2,19,21,0,-2,-14,-3
51416842404,0,16,14,-9,7,1,-1,-4
51416849559,-6,-24,-8,-9,-11,-7,8,4
51416849559,-5,0,-13,6,-5,-4,5,-7
51416855916,0,-14,19,18,37,21,5,8
51416855916,1,9,-16,-9,-16,2,4,3
51416871336,-5,9,-2,-2,-44,-53,-37,-12
51416871336,-5,-25,16,-10,1,31,14,-1
51416879950,0,-2,-11,-16,-33,-16,6,4
51416879950,-12,-21,23,22,65,21,2,-1
51416894768,7,4,-16,17,30,14,0,0
51416894768,-8,36,-30,-2,-45,-30,-25,-12
51416896559,-7,-42,14,-18,-7,2,5,3
51416896559,10,28,-15,-5,6,4,-4,-6
51416917914,0,3,-2,14,44,15,3,2
51416917914,3,-27,20,0,-3,-3,7,6
51416919539,-2,6,2,9,-27,8,-2,-2
51416919539,-3,0,-12,-16,-10,-29,-7,-4
51416932352,-6,10,9,1,-21,-22,-2,-12
51416932352,-3,-25,5,1,26,25,-4,2
51416933939,-4,24,0,-20,-8,-8,3,-3
51416933939,-7,-58,1,13,17,33,16,14
51416954905,9,51,6,-3,-14,-19,-13,-3
51416954905,3,24,-9,-10,-6,5,1,-3
51416956342,-2,-11,-16,-26,5,-8,-8,-6
51416956342,0,24,24,31,5,6,0,-3
51416969716,-8,-23,-15,1,-25,-3,3,-3
51416969716,1,-4,23,6,10,-5,3,-2
51416971334,-2,-2,-18,10,7,12,-1,0
51416971334,6,23,18,-4,11,6,-1,-2
51416992444,-15,-10,-37,-25,-43,-32,-7,-4
51416992444,-2,-10,-8,6,14,9,7,3
51416993868,3,38,39,1,4,-11,-8,-4
51416993868,-9,-60,1,-7,-9,4,3,1
51417046198,20,60,12,5,13,17,-1,-2
51417046198,-6,5,-7,-17,-13,-18,-6,0
51417047862,-3,-22,-13,7,27,8,12,11
51417047862,-3,1,1,12,-20,-16,-10,-11
51417048566,4,7,-18,-17,41,51,-1,2
51417048566,-8,-12,8,2,-50,-52,-9,-6
51417053506,-3,-17,-11,-12,-18,-11,-6,-3
51417053506,6,27,19,-6,-7,-2,15,11
51417054392,-12,-41,10,26,53,43,26,18
51417054392,16,25,-2,17,18,-8,-27,-22
51417059901,-14,20,-37,-31,-53,-34,-26,-15
51417059901,0,15,-38,-6,9,-8,12,5
51417074696,6,19,26,-8,11,0,-4,-4
51417074696,-2,-12,-2,9,9,13,9,15
51417076367,-11,6,-2,-25,-76,-35,9,1
51417076367,10,11,-3,14,10,-6,-57,-45
51417097435,6,-42,-6,20,12,-15,8,7
51417097435,-23,-21,27,12,27,32,14,5
51417098960,35,38,-36,-11,12,7,9,4
51417098960,-10,7,-13,-1,3,5,13,5
51417119714,2,-21,22,6,-20,-15,-11,-2
51417119714,-13,-73,36,10,-5,-12,1,0
51417121327,3,23,12,7,-5,16,2,5
51417121327,-7,-11,-16,-16,5,12,17,7
51417134779,-3,-26,-1,23,27,-2,-28,-11
51417134779,2,33,-3,-17,-26,33,19,14
51417136357,4,10,-24,-30,-29,-48,-22,-11
51417136357,-11,-37,12,-6,-25,-25,-3,1
51417149240,-4,-7,2,-13,-31,-9,24,8
51417149240,23,66,-50,-3,47,11,-29,-20
51417156088,0,-46,14,37,57,50,13,10
51417156088,1,23,-25,-11,-27,-15,-11,-5
51417172246,-14,23,-6,-15,-20,-16,-6,-21
51417172246,5,-5,-10,-16,-4,-3,0,8
51417173859,-11,-20,29,9,9,0,11,-1
51417173859,-4,11,-4,28,42,20,10,-13
51417194811,17,-23,49,6,-20,-30,2,27
51417194811,-3,-17,-31,-18,-38,-22,-6,10
51417196409,-8,-21,-14,17,43,1,-15,-8
51417196409,-11,29,-12,-24,-58,-18,-11,-12
51417209276,-5,-35,20,-5,1,17,-1,2
51417209276,8,-5,6,9,25,27,27,8
51417223382,-1,-22,-13,5,6,-8,6,5
51417223382,7,25,36,4,43,23,-4,8
51417232164,4,2,-27,30,42,52,21,5
51417232164,-6,26,-7,-38,-63,-51,-18,-5
51417233791,-11,-7,16,-6,-25,-5,-14,-22
51417233791,8,-59,15,10,19,-4,21,11
51417271170,19,65,-30,-19,-17,2,-9,-6
51417271170,-10,-3,46,13,13,29,2,-8
51417272633,14,-8,-10,-11,-35,-26,-2,0
51417272633,-4,-7,-24,-14,-30,-36,-32,-6
51417273500,-1,-24,10,-5,4,0,9,0
51417273500,-3,-19,-3,39,33,10,16,11
51417277408,15,26,7,12,48,34,13,8
51417277408,9,16,-18,-10,-23,13,0,-1
51417299830,-28,-4,-18,-13,-38,-75,-5,1
51417299830,-8,20,-40,-34,-65,-69,-40,-26
51417301404,-10,-47,24,-1,24,29,48,29
51417301404,-5,46,8,22,36,16,-56,-43
51417322289,15,-31,27,35,81,95,23,11
51417322289,-2,-21,6,-11,-45,-11,5,8
51417323956,-2,30,-9,-29,-47,-44,-35,-27
51417323956,-1,-40,-1,-3,11,13,39,36
51417329044,-10,27,-26,1,-10,-18,3,-17
51417329044,17,5,81,43,90,34,-7,-8
51417335861,-1,53,-45,-48,-78,-10,-1,-2
51417335861,1,12,15,5,-14,-24,-15,-6
51417352407,-5,-14,-14,-14,-17,-28,-9,-2
51417352407,-25,-79,-5,55,122,96,43,-4
51417353869,-4,29,-40,-35,-91,-83,-39,7
51417353869,5,1,47,-20,-20,1,18,7
51417382301,7,-14,-24,1,28,36,12,6
51417382301,3,25,20,1,-24,-82,-9,6
51417383840,0,7,21,19,35,12,-13,-19
51417383840,6,44,-69,26,80,63,29,6
51417397402,-11,44,16,-40,-81,-81,-32,-12
51417397402,2,-33,-29,-11,-23,63,12,-3
51417398978,-17,16,28,-1,0,-25,-5,9
51417398978,17,41,-25,-19,-64,-67,-10,-3
51417412317,7,-27,15,15,76,102,8,-7
51417412317,5,58,-36,-22,-34,-76,-14,0
51417413989,5,2,24,30,62,59,-2,-7
51417413989,-24,-67,33,-1,-29,-34,1,-16
51417434737,-22,-23,-11,-12,-16,-24,-12,-9
51417434737,21,-9,-37,-12,42,63,21,52
51417436391,-26,-45,-6,11,-39,-42,-11,-19
51417436391,15,-4,17,2,20,36,24,15
51417457502,3,-5,2,22,2,-11,-8,8
51417457502,-14,1,21,-19,0,8,0,-3
51417459131,7,-35,-13,21,69,52,29,7
51417459131,-9,18,22,-18,-64,-61,-29,3
51417472277,-4,-53,-57,-19,-41,-39,-9,-12
51417472277,8,28,9,-17,-8,-2,-10,-18
51417474017,7,-27,40,34,84,66,18,-2
51417474017,-5,24,-27,15,7,37,-1,-10
51417510512,-9,3,-2,-12,-28,-24,-23,-4
51417510512,-21,12,1,-46,-79,-35,-10,-9
51417512078,5,15,-32,-14,-15,10,4,-14
51417512078,3,-44,0,-1,6,-28,5,13
51417512859,10,17,52,28,39,40,17,-3
51417512859,-3,-31,-27,39,34,15,29,19
51417524948,0,44,15,7,-2,-43,-31,-5
51417524948,-9,-14,-10,-14,54,83,-2,-3
51417533181,-5,24,-35,-52,-114,-103,-23,-8
51417533181,-7,-28,54,25,1,-26,-17,-18
51417534965,7,-47,-16,-6,5,10,15,16
51417534965,0,2,24,25,23,-20,10,3
51417554820,-37,-17,-6,15,36,36,18,-19
51417554820,43,21,-60,-20,6,7,-9,34
51417556418,10,16,45,-5,-32,-38,-21,1
51417556418,7,-40,2,9,-6,-4,0,-3
