timestamp,x,y,z
51373181984,-0.30127,-0.509766,0.800781
51373199174,-0.299316,-0.507812,0.802246
51373219404,-0.303711,-0.507324,0.807129
51373242127,-0.307129,-0.506836,0.802734
51373258426,-0.307617,-0.504883,0.800781
51373279440,-0.307129,-0.504395,0.793457
51373301981,-0.30957,-0.507812,0.800293
51373318392,-0.3125,-0.51123,0.794922
51373339462,-0.306152,-0.51123,0.787109
51373361999,-0.304199,-0.511719,0.799805
51373379844,-0.302246,-0.513672,0.803711
51373401572,-0.297852,-0.512207,0.800781
51373423373,-0.294922,-0.513184,0.797363
51373439933,-0.29248,-0.515625,0.799805
51373459489,-0.297363,-0.508789,0.800781
51373481975,-0.296875,-0.511719,0.796387
51373502393,-0.301758,-0.511719,0.800781
51373527001,-0.307617,-0.507812,0.792969
51373551102,-0.305664,-0.511719,0.79834
51373559850,-0.305176,-0.510254,0.79541
51373579454,-0.306152,-0.506836,0.80127
51373604897,-0.312012,-0.504883,0.801758
51373627366,-0.308105,-0.505859,0.79834
51373639459,-0.307129,-0.509766,0.792969
51373662019,-0.309082,-0.509766,0.793945
51373679945,-0.303223,-0.509277,0.803223
51373700233,-0.303223,-0.507324,0.799316
51373721990,-0.300781,-0.509277,0.794922
51373740054,-0.29834,-0.516113,0.798828
51373759608,-0.300293,-0.511719,0.801758
51373782003,-0.294922,-0.51123,0.799316
51373800824,-0.304199,-0.509277,0.801758
51373827025,-0.303223,-0.509277,0.791992
51373842167,-0.306641,-0.509277,0.802734
51373864436,-0.305664,-0.507812,0.800293
51373879463,-0.302734,-0.509277,0.799316
51373903872,-0.302246,-0.510742,0.80127
51373919887,-0.302246,-0.511719,0.798828
51373939454,-0.303223,-0.513184,0.791504
51373962053,-0.306152,-0.512695,0.788574
51373984427,-0.308594,-0.510254,0.793457
51374001873,-0.304688,-0.515137,0.804199
51374029483,-0.304199,-0.51123,0.799805
51374044413,-0.299805,-0.507324,0.800293
51374061155,-0.303711,-0.518555,0.797363
51374081996,-0.303711,-0.518066,0.791992
51374104496,-0.298828,-0.51709,0.794434
51374120975,-0.299316,-0.509277,0.796875
51374141983,-0.301758,-0.508789,0.797363
51374164469,-0.302246,-0.508301,0.804199
51374182356,-0.310059,-0.51123,0.796875
51374202634,-0.312988,-0.513184,0.796875
51374232633,-0.304688,-0.508789,0.795898
51374240951,-0.299316,-0.504883,0.797363
51374262050,-0.30127,-0.511719,0.796875
51374284455,-0.30127,-0.512695,0.800781
51374300962,-0.299805,-0.505859,0.806152
51374322055,-0.308594,-0.513184,0.801758
51374344396,-0.303223,-0.515625,0.796875
51374362458,-0.310547,-0.509766,0.796875
51374384930,-0.306152,-0.507812,0.800781
51374405632,-0.304199,-0.504395,0.799316
51374422407,-0.301758,-0.509766,0.79834
51374441960,-0.300781,-0.516113,0.803711
51374464559,-0.299805,-0.513672,0.795898
51374486961,-0.303223,-0.512207,0.794922
51374502074,-0.305176,-0.506348,0.789551
51374524491,-0.304199,-0.506836,0.800781
51374542453,-0.301758,-0.509766,0.797363
51374561984,-0.296875,-0.507812,0.80127
51374587340,-0.302734,-0.509766,0.807129
51374602372,-0.303223,-0.507324,0.799316
51374622024,-0.305664,-0.508789,0.796387
51374644459,-0.308105,-0.509277,0.797363
51374663104,-0.307129,-0.508789,0.801758
51374681993,-0.303223,-0.509766,0.797852
51374711956,-0.296875,-0.514648,0.802246
51374722391,-0.29834,-0.513672,0.796387
51374742012,-0.299805,-0.510742,0.791504
51374764588,-0.304688,-0.509766,0.791016
51374789961,-0.303711,-0.507812,0.797852
51374809504,-0.29541,-0.51123,0.796387
51374824603,-0.298828,-0.513672,0.803711
51374842380,-0.300293,-0.507812,0.797852
51374864982,-0.302734,-0.501953,0.799316
51374884515,-0.302734,-0.505371,0.787598
51374902426,-0.310059,-0.509766,0.79248
51374922184,-0.305176,-0.509766,0.799805
51374944447,-0.298828,-0.512695,0.806152
51374962497,-0.29541,-0.513672,0.805664
51374983485,-0.30127,-0.505859,0.803223
51375004531,-0.296875,-0.506836,0.800293
51375022430,-0.304688,-0.508301,0.799805
51375044963,-0.307617,-0.513184,0.795898
51375067461,-0.305664,-0.509766,0.796387
51375082418,-0.307617,-0.506348,0.801758
51375103420,-0.303711,-0.51123,0.805664
51375124496,-0.29541,-0.507812,0.800781
51375146988,-0.29541,-0.513184,0.802246
51375163432,-0.298828,-0.51416,0.800293
51375191988,-0.302246,-0.508789,0.796875
51375202363,-0.302734,-0.511719,0.791992
51375223436,-0.301758,-0.515137,0.796875
51375244497,-0.299805,-0.508789,0.799316
51375269975,-0.299805,-0.509277,0.805664
51375290950,-0.303223,-0.506348,0.803711
51375304465,-0.302734,-0.507324,0.79834
51375326968,-0.307617,-0.510742,0.793457
51375344975,-0.303223,-0.509766,0.796387
51375367437,-0.305664,-0.505859,0.795898
51375394487,-0.30127,-0.508789,0.803223
51375404963,-0.302734,-0.514648,0.799316
51375424495,-0.300293,-0.511719,0.793457
51375447003,-0.303711,-0.515625,0.799805
51375472464,-0.29541,-0.514648,0.797363
51375484512,-0.300781,-0.514648,0.800293
51375506983,-0.303223,-0.510742,0.794922
51375524982,-0.299805,-0.510742,0.80127
51375545967,-0.301758,-0.51123,0.805176
51375569972,-0.302246,-0.513184,0.79541
51375584968,-0.299805,-0.510254,0.79541
51375604535,-0.30127,-0.513184,0.797363
51375627040,-0.311035,-0.518066,0.798828
51375644962,-0.309082,-0.514648,0.793945
51375672066,-0.307617,-0.512207,0.794434
51375698058,-0.303711,-0.515137,0.796875
51375704974,-0.297852,-0.512207,0.801758
51375724530,-0.299805,-0.512695,0.795898
51375749975,-0.300781,-0.515137,0.791992
51375772488,-0.306641,-0.51709,0.793457
51375784522,-0.299805,-0.513184,0.794434
51375807030,-0.301758,-0.519043,0.793457
51375825423,-0.302734,-0.512695,0.800781
51375847490,-0.295898,-0.51416,0.801758
51375867103,-0.299805,-0.513672,0.793945
51375899159,-0.302246,-0.517578,0.796387
51375905970,-0.301758,-0.516602,0.80127
51375927008,-0.306152,-0.518555,0.801758
51375952468,-0.306152,-0.519043,0.796875
51375965978,-0.304688,-0.512207,0.793457
51375987025,-0.302246,-0.509766,0.796875
51376004962,-0.301758,-0.515625,0.79834
51376025989,-0.306152,-0.516113,0.797852
51376049956,-0.305664,-0.516113,0.793945
51376064956,-0.303223,-0.515625,0.788574
51376085988,-0.303711,-0.518555,0.793945
51376107088,-0.306152,-0.518066,0.788086
51376125604,-0.305664,-0.516602,0.796875
51376146003,-0.304199,-0.51416,0.791992
51376174520,-0.303223,-0.518555,0.794434
51376185118,-0.302246,-0.523926,0.795898
51376205941,-0.300781,-0.518555,0.788574
51376230031,-0.30127,-0.518555,0.791504
51376252449,-0.30127,-0.517578,0.789551
51376267473,-0.299316,-0.518066,0.786133
51376287296,-0.305664,-0.519043,0.793457
51376304979,-0.308105,-0.521484,0.794922
51376327464,-0.311035,-0.514648,0.79248
51376347063,-0.302246,-0.510742,0.795898
51376364950,-0.30127,-0.515625,0.791504
51376387653,-0.297852,-0.515137,0.79541
51376407009,-0.299805,-0.516602,0.804199
51376432446,-0.303711,-0.518066,0.792969
51376454978,-0.304688,-0.518066,0.79834
51376474723,-0.306641,-0.52002,0.79248
51376489609,-0.305664,-0.517578,0.794922
51376507960,-0.300781,-0.518555,0.80127
51376530103,-0.296387,-0.51709,0.800781
51376549595,-0.299805,-0.519531,0.793457
51376567447,-0.296387,-0.520996,0.791992
51376587112,-0.301758,-0.513672,0.785645
51376609472,-0.309082,-0.516113,0.790039
51376627419,-0.304688,-0.512695,0.789551
51376647299,-0.303711,-0.507324,0.797363
51376677268,-0.299805,-0.51123,0.796387
51376687522,-0.298828,-0.51709,0.795898
51376707056,-0.299805,-0.521973,0.795898
51376732516,-0.299316,-0.518066,0.796387
51376747594,-0.300781,-0.515137,0.793945
51376767053,-0.308594,-0.514648,0.794434
51376789604,-0.300781,-0.518066,0.802734
51376807465,-0.305664,-0.516602,0.796875
51376827025,-0.300293,-0.518555,0.792969
51376857079,-0.30127,-0.51709,0.799316
51376867438,-0.303711,-0.521484,0.80127
51376888566,-0.30127,-0.52002,0.79834
51376909556,-0.303711,-0.515137,0.795898
51376933576,-0.302734,-0.511719,0.796875
51376956042,-0.29834,-0.51416,0.799805
51376969545,-0.300293,-0.514648,0.790527
51376988125,-0.302734,-0.521973,0.798828
51377009974,-0.300293,-0.51709,0.79541
51377029587,-0.302246,-0.513184,0.791992
51377047779,-0.300781,-0.513672,0.792969
51377068493,-0.299316,-0.514648,0.797363
51377089599,-0.300293,-0.510742,0.796875
51377107485,-0.302734,-0.512695,0.79834
51377134720,-0.304688,-0.523926,0.792969
51377157064,-0.306152,-0.51709,0.79541
51377167436,-0.298828,-0.515137,0.797363
51377190078,-0.299316,-0.518066,0.796387
51377212492,-0.298828,-0.516113,0.796875
51377235201,-0.304199,-0.516113,0.797852
51377250026,-0.294922,-0.51709,0.794434
51377269554,-0.300293,-0.518555,0.795898
51377287583,-0.300293,-0.515137,0.791992
51377310023,-0.302734,-0.514648,0.792969
51377329542,-0.29834,-0.521973,0.79834
51377347591,-0.293945,-0.51416,0.793457
51377369943,-0.299316,-0.513184,0.799316
51377389690,-0.302246,-0.516113,0.796387
51377413545,-0.304688,-0.516602,0.791992
51377437562,-0.303223,-0.513672,0.790527
51377449705,-0.29541,-0.51709,0.793945
51377467494,-0.302246,-0.515137,0.79834
51377490181,-0.299316,-0.516113,0.801758
51377512500,-0.297852,-0.516602,0.794922
51377529423,-0.300293,-0.519043,0.797852
51377550222,-0.29834,-0.517578,0.80127
51377569586,-0.297852,-0.518555,0.793457
51377592131,-0.297852,-0.518555,0.79541
51377610170,-0.297852,-0.517578,0.79541
51377630165,-0.304688,-0.513672,0.796387
51377647685,-0.300293,-0.520508,0.794922
51377670015,-0.296387,-0.510742,0.801758
51377692551,-0.298828,-0.512207,0.794922
51377715027,-0.304199,-0.516113,0.805664
51377731953,-0.302246,-0.516113,0.79541
51377749734,-0.300781,-0.511719,0.794922
51377772085,-0.300781,-0.51709,0.802734
51377789988,-0.297363,-0.514648,0.799316
51377811239,-0.30127,-0.51416,0.79541
51377839591,-0.304199,-0.51709,0.791016
51377850102,-0.302246,-0.516113,0.793945
51377871061,-0.304688,-0.517578,0.797363
51377892110,-0.302246,-0.516602,0.797852
51377910179,-0.29541,-0.513672,0.799316
51377931983,-0.294434,-0.51709,0.79834
51377952221,-0.298828,-0.512695,0.793457
51377970451,-0.303223,-0.513672,0.79248
51377992658,-0.300293,-0.518066,0.795898
51378012283,-0.295898,-0.519531,0.792969
51378030042,-0.298828,-0.511719,0.799316
51378051143,-0.299805,-0.510742,0.799316
51378072115,-0.299805,-0.516602,0.79834
51378096039,-0.302246,-0.512695,0.794434
51378117143,-0.297852,-0.511719,0.79248
51378133011,-0.294922,-0.513184,0.791992
51378149999,-0.297363,-0.516602,0.803711
51378172520,-0.299805,-0.51709,0.799805
51378194989,-0.29834,-0.519043,0.79541
51378210182,-0.302734,-0.513184,0.794922
51378232485,-0.297852,-0.517578,0.79541
51378252273,-0.297363,-0.515625,0.796875
51378270001,-0.30127,-0.519531,0.795898
51378292505,-0.303223,-0.513184,0.79834
51378319784,-0.29541,-0.511719,0.797363
51378329987,-0.298828,-0.513184,0.795898
51378352760,-0.293457,-0.520508,0.800781
51378375020,-0.29834,-0.516113,0.793457
51378397551,-0.302734,-0.51416,0.793457
51378420092,-0.29541,-0.513672,0.797852
51378432076,-0.29834,-0.518066,0.79834
51378450247,-0.302734,-0.518066,0.796387
51378480016,-0.299805,-0.513184,0.793945
51378492121,-0.304199,-0.51416,0.797363
51378510195,-0.30127,-0.518066,0.796387
51378532512,-0.296875,-0.519043,0.797363
51378552258,-0.296387,-0.507324,0.797852
51378570168,-0.299316,-0.514648,0.791992
51378597199,-0.30127,-0.518066,0.790527
51378619789,-0.302246,-0.51709,0.79248
51378630041,-0.297363,-0.513672,0.798828
51378652708,-0.304199,-0.51123,0.794434
51378675056,-0.297852,-0.513184,0.786133
51378697625,-0.292969,-0.511719,0.79834
51378712558,-0.295898,-0.52002,0.796875
51378733561,-0.297363,-0.518555,0.801758
51378750701,-0.299805,-0.519043,0.795898
51378772542,-0.304688,-0.513184,0.80127
51378801099,-0.296875,-0.517578,0.797363
51378810188,-0.297363,-0.51123,0.802246
51378832529,-0.30127,-0.509766,0.793945
51378853761,-0.304688,-0.515625,0.79248
51378877621,-0.297852,-0.513672,0.796875
51378900008,-0.297363,-0.515137,0.796875
51378913622,-0.303223,-0.513672,0.793457
51378930532,-0.300781,-0.515137,0.794922
51378952563,-0.30127,-0.518555,0.792969
51378975096,-0.295898,-0.522949,0.796387
51378994596,-0.291992,-0.515625,0.797852
51379012519,-0.297363,-0.519531,0.796387
51379033608,-0.297852,-0.516602,0.794922
51379054681,-0.300781,-0.517578,0.79834
51379080054,-0.300781,-0.517578,0.799805
51379102529,-0.29834,-0.511719,0.797363
51379114689,-0.30127,-0.515137,0.795898
51379132575,-0.30127,-0.51709,0.798828
51379155029,-0.299805,-0.515137,0.799805
51379174785,-0.29541,-0.513184,0.803223
51379192510,-0.296875,-0.511719,0.79541
51379215089,-0.305664,-0.516602,0.797363
51379234639,-0.30127,-0.513672,0.797363
51379252508,-0.301758,-0.512695,0.797363
51379282608,-0.304199,-0.516602,0.797852
51379302087,-0.297852,-0.51416,0.804688
51379312570,-0.296875,-0.512695,0.798828
51379335151,-0.293945,-0.51416,0.794922
51379357565,-0.30127,-0.51416,0.796387
51379380191,-0.308105,-0.519531,0.791992
51379395088,-0.29834,-0.518066,0.801758
51379417571,-0.297363,-0.51123,0.798828
51379432542,-0.299316,-0.514648,0.793945
51379455095,-0.297852,-0.513184,0.802246
51379474842,-0.302246,-0.520996,0.79541
51379492620,-0.29541,-0.512207,0.793457
51379515106,-0.297852,-0.514648,0.797363
51379534689,-0.301758,-0.512695,0.791992
51379560073,-0.303223,-0.510254,0.793945
51379582583,-0.299805,-0.509277,0.800293
51379594616,-0.30127,-0.512207,0.801758
51379612626,-0.299805,-0.510254,0.798828
51379635142,-0.29834,-0.516113,0.795898
51379657556,-0.307129,-0.515625,0.800293
51379672604,-0.30127,-0.52002,0.797363
51379695066,-0.302246,-0.514648,0.796387
51379716173,-0.300781,-0.51416,0.794434
51379732551,-0.297363,-0.51709,0.802246
51379762563,-0.301758,-0.514648,0.797363
51379783666,-0.297852,-0.515137,0.794922
51379792574,-0.29541,-0.51709,0.793457
51379815062,-0.294434,-0.518066,0.796387
51379836187,-0.302246,-0.516602,0.79541
51379860037,-0.30127,-0.515137,0.797852
51379875263,-0.298828,-0.513672,0.801758
51379896152,-0.303223,-0.516113,0.79541
51379912586,-0.299316,-0.515625,0.796875
51379935261,-0.300781,-0.519531,0.793457
51379958316,-0.296387,-0.51123,0.800293
51379972610,-0.303223,-0.51416,0.797363
51379995102,-0.302246,-0.515625,0.796387
51380016197,-0.302734,-0.512695,0.803223
51380039345,-0.30127,-0.51416,0.795898
51380062605,-0.299316,-0.516602,0.795898
51380077663,-0.300293,-0.516602,0.799316
51380092622,-0.296875,-0.515625,0.794922
51380115106,-0.297363,-0.514648,0.802734
51380136777,-0.302246,-0.514648,0.804199
51380157869,-0.299805,-0.515137,0.788574
51380175216,-0.306152,-0.510254,0.789062
51380197607,-0.302734,-0.51709,0.795898
51380217836,-0.296387,-0.516602,0.796875
51380234326,-0.292969,-0.514648,0.797363
51380264253,-0.29541,-0.51709,0.799316
51380285466,-0.293945,-0.519043,0.79541
51380294320,-0.301758,-0.516113,0.799316
51380316790,-0.29834,-0.515137,0.791016
51380339277,-0.298828,-0.513672,0.798828
51380362748,-0.299316,-0.515625,0.791016
51380376810,-0.299316,-0.511719,0.797852
51380414828,-0.303223,-0.512207,0.799805
51380417235,-0.300293,-0.515625,0.794434
